qid,stratum,max_points,type,sheet,judge,jfam,wfam,repeat,p,p_raw,snapped,len
tve-113-english--q44,A,6.0,short_answer,anchor-reference,claude-low,claude,anchor,3,0.0,0.0,0,24
ast-114-physics--q19,A,4.0,short_answer,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,640
tve-113-foreign-language-english-2--q8,A,24.0,essay,anchor-reference,claude-low,claude,anchor,3,0.0,0.0,0,24
tve-114-chinese--q39,A,24.0,essay,anchor-reference,claude-low,claude,anchor,3,0.0,0.0,0,24
tve-114-foreign-language-english-2--q9,A,24.0,essay,anchor-reference,claude-low,claude,anchor,3,0.0,0.0,0,24
ast-114-math-yi--q18,B,8.0,drawing,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,700
ast-113-math-jia--q17,B,6.0,essay,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,354
ast-114-math-jia--q12.b,B,4.0,essay,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,263
ast-115-geography--q20.b,B,3.0,drawing,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,38
ast-113-biology--q37,B,2.0,short_answer,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,11
ast-113-physics--q25.a,B,1.0,short_answer,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,4
gsat-114-chinese-writing--q2,C,25.0,essay,anchor-reference,claude-low,claude,anchor,3,0.0,0.0,0,24
gsat-115-chinese-writing--q1.b,C,21.0,essay,anchor-reference,claude-low,claude,anchor,3,0.0,0.0,0,24
ast-115-civics--q35,C,6.0,short_answer,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,98
ast-113-civics--q36.b,C,5.0,short_answer,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,46
gsat-113-english--q19.a,C,4.0,short_answer,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,193
ast-113-geography--q36,C,3.0,drawing,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,27
gsat-113-english--q20,D,20.0,essay,anchor-reference,claude-low,claude,anchor,3,0.0,0.0,0,24
gsat-115-math-a--q20,D,8.0,essay,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,1301
ast-115-geography--q23.c,D,7.0,drawing,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,127
ast-114-geography--q42.b,D,6.0,short_answer,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,97
ast-113-geography--q37,D,5.0,short_answer,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,31
ast-113-chemistry--q25,D,4.0,short_answer,anchor-reference,claude-low,claude,anchor,3,1.0,1.0,0,51
tve-113-chinese--q39,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,1,0.0,0.0,0,24
tve-113-english--q44,A,6.0,short_answer,anchor-reference,claude-medium,claude,anchor,1,0.0,0.0,0,24
ast-114-physics--q19,A,4.0,short_answer,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,640
tve-113-foreign-language-english-2--q8,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,1,0.0,0.0,0,24
tve-114-chinese--q39,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,1,0.0,0.0,0,24
tve-114-foreign-language-english-2--q9,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,1,0.0,0.0,0,24
ast-114-math-yi--q18,B,8.0,drawing,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,700
ast-113-math-jia--q17,B,6.0,essay,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,354
ast-114-math-jia--q12.b,B,4.0,essay,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,263
ast-115-geography--q20.b,B,3.0,drawing,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,38
ast-113-biology--q37,B,2.0,short_answer,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,11
ast-113-physics--q25.a,B,1.0,short_answer,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,4
gsat-114-chinese-writing--q2,C,25.0,essay,anchor-reference,claude-medium,claude,anchor,1,0.0,0.0,0,24
gsat-115-chinese-writing--q1.b,C,21.0,essay,anchor-reference,claude-medium,claude,anchor,1,0.0,0.0,0,24
ast-115-civics--q35,C,6.0,short_answer,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,98
ast-113-civics--q36.b,C,5.0,short_answer,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,46
gsat-113-english--q19.a,C,4.0,short_answer,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,193
ast-113-geography--q36,C,3.0,drawing,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,27
gsat-113-english--q20,D,20.0,essay,anchor-reference,claude-medium,claude,anchor,1,0.0,0.0,0,24
gsat-115-math-a--q20,D,8.0,essay,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,1301
ast-115-geography--q23.c,D,7.0,drawing,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,127
ast-114-geography--q42.b,D,6.0,short_answer,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,97
ast-113-geography--q37,D,5.0,short_answer,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,31
ast-113-chemistry--q25,D,4.0,short_answer,anchor-reference,claude-medium,claude,anchor,1,1.0,1.0,0,51
tve-113-chinese--q39,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,2,0.0,0.0,0,24
tve-113-english--q44,A,6.0,short_answer,anchor-reference,claude-medium,claude,anchor,2,0.0,0.0,0,24
ast-114-physics--q19,A,4.0,short_answer,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,640
tve-113-foreign-language-english-2--q8,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,2,0.0,0.0,0,24
tve-114-chinese--q39,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,2,0.0,0.0,0,24
tve-114-foreign-language-english-2--q9,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,2,0.0,0.0,0,24
ast-114-math-yi--q18,B,8.0,drawing,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,700
ast-113-math-jia--q17,B,6.0,essay,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,354
ast-114-math-jia--q12.b,B,4.0,essay,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,263
ast-115-geography--q20.b,B,3.0,drawing,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,38
ast-113-biology--q37,B,2.0,short_answer,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,11
ast-113-physics--q25.a,B,1.0,short_answer,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,4
gsat-114-chinese-writing--q2,C,25.0,essay,anchor-reference,claude-medium,claude,anchor,2,0.0,0.0,0,24
gsat-115-chinese-writing--q1.b,C,21.0,essay,anchor-reference,claude-medium,claude,anchor,2,0.0,0.0,0,24
ast-115-civics--q35,C,6.0,short_answer,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,98
ast-113-civics--q36.b,C,5.0,short_answer,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,46
gsat-113-english--q19.a,C,4.0,short_answer,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,193
ast-113-geography--q36,C,3.0,drawing,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,27
gsat-113-english--q20,D,20.0,essay,anchor-reference,claude-medium,claude,anchor,2,0.0,0.0,0,24
gsat-115-math-a--q20,D,8.0,essay,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,1301
ast-115-geography--q23.c,D,7.0,drawing,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,127
ast-114-geography--q42.b,D,6.0,short_answer,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,97
ast-113-geography--q37,D,5.0,short_answer,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,31
ast-113-chemistry--q25,D,4.0,short_answer,anchor-reference,claude-medium,claude,anchor,2,1.0,1.0,0,51
tve-113-chinese--q39,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,3,0.0,0.0,0,24
tve-113-english--q44,A,6.0,short_answer,anchor-reference,claude-medium,claude,anchor,3,0.0,0.0,0,24
ast-114-physics--q19,A,4.0,short_answer,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,640
tve-113-foreign-language-english-2--q8,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,3,0.0,0.0,0,24
tve-114-chinese--q39,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,3,0.0,0.0,0,24
tve-114-foreign-language-english-2--q9,A,24.0,essay,anchor-reference,claude-medium,claude,anchor,3,0.0,0.0,0,24
ast-114-math-yi--q18,B,8.0,drawing,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,700
ast-113-math-jia--q17,B,6.0,essay,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,354
ast-114-math-jia--q12.b,B,4.0,essay,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,263
ast-115-geography--q20.b,B,3.0,drawing,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,38
ast-113-biology--q37,B,2.0,short_answer,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,11
ast-113-physics--q25.a,B,1.0,short_answer,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,4
gsat-114-chinese-writing--q2,C,25.0,essay,anchor-reference,claude-medium,claude,anchor,3,0.0,0.0,0,24
gsat-115-chinese-writing--q1.b,C,21.0,essay,anchor-reference,claude-medium,claude,anchor,3,0.0,0.0,0,24
ast-115-civics--q35,C,6.0,short_answer,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,98
ast-113-civics--q36.b,C,5.0,short_answer,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,46
gsat-113-english--q19.a,C,4.0,short_answer,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,193
ast-113-geography--q36,C,3.0,drawing,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,27
gsat-113-english--q20,D,20.0,essay,anchor-reference,claude-medium,claude,anchor,3,0.0,0.0,0,24
gsat-115-math-a--q20,D,8.0,essay,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,1301
ast-115-geography--q23.c,D,7.0,drawing,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,127
ast-114-geography--q42.b,D,6.0,short_answer,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,97
ast-113-geography--q37,D,5.0,short_answer,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,31
ast-113-chemistry--q25,D,4.0,short_answer,anchor-reference,claude-medium,claude,anchor,3,1.0,1.0,0,51
tve-113-chinese--q39,A,24.0,essay,anchor-reference,claude-high,claude,anchor,1,0.0,0.0,0,24
tve-113-english--q44,A,6.0,short_answer,anchor-reference,claude-high,claude,anchor,1,0.0,0.0,0,24
ast-114-physics--q19,A,4.0,short_answer,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,640
tve-113-foreign-language-english-2--q8,A,24.0,essay,anchor-reference,claude-high,claude,anchor,1,0.0,0.0,0,24
tve-114-chinese--q39,A,24.0,essay,anchor-reference,claude-high,claude,anchor,1,0.0,0.0,0,24
tve-114-foreign-language-english-2--q9,A,24.0,essay,anchor-reference,claude-high,claude,anchor,1,0.0,0.0,0,24
ast-114-math-yi--q18,B,8.0,drawing,anchor-reference,claude-high,claude,anchor,1,0.0,0.0,0,700
ast-113-math-jia--q17,B,6.0,essay,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,354
ast-114-math-jia--q12.b,B,4.0,essay,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,263
ast-115-geography--q20.b,B,3.0,drawing,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,38
ast-113-biology--q37,B,2.0,short_answer,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,11
ast-113-physics--q25.a,B,1.0,short_answer,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,4
gsat-114-chinese-writing--q2,C,25.0,essay,anchor-reference,claude-high,claude,anchor,1,0.0,0.0,0,24
gsat-115-chinese-writing--q1.b,C,21.0,essay,anchor-reference,claude-high,claude,anchor,1,0.0,0.0,0,24
ast-115-civics--q35,C,6.0,short_answer,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,98
ast-113-civics--q36.b,C,5.0,short_answer,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,46
gsat-113-english--q19.a,C,4.0,short_answer,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,193
ast-113-geography--q36,C,3.0,drawing,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,27
gsat-113-english--q20,D,20.0,essay,anchor-reference,claude-high,claude,anchor,1,0.0,0.0,0,24
gsat-115-math-a--q20,D,8.0,essay,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,1301
ast-115-geography--q23.c,D,7.0,drawing,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,127
ast-114-geography--q42.b,D,6.0,short_answer,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,97
ast-113-geography--q37,D,5.0,short_answer,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,31
ast-113-chemistry--q25,D,4.0,short_answer,anchor-reference,claude-high,claude,anchor,1,1.0,1.0,0,51
tve-113-chinese--q39,A,24.0,essay,anchor-reference,claude-high,claude,anchor,2,0.0,0.0,0,24
tve-113-english--q44,A,6.0,short_answer,anchor-reference,claude-high,claude,anchor,2,0.0,0.0,0,24
ast-114-physics--q19,A,4.0,short_answer,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,640
tve-113-foreign-language-english-2--q8,A,24.0,essay,anchor-reference,claude-high,claude,anchor,2,0.0,0.0,0,24
tve-114-chinese--q39,A,24.0,essay,anchor-reference,claude-high,claude,anchor,2,0.0,0.0,0,24
tve-114-foreign-language-english-2--q9,A,24.0,essay,anchor-reference,claude-high,claude,anchor,2,0.0,0.0,0,24
ast-114-math-yi--q18,B,8.0,drawing,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,700
ast-113-math-jia--q17,B,6.0,essay,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,354
ast-114-math-jia--q12.b,B,4.0,essay,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,263
ast-115-geography--q20.b,B,3.0,drawing,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,38
ast-113-biology--q37,B,2.0,short_answer,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,11
ast-113-physics--q25.a,B,1.0,short_answer,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,4
gsat-114-chinese-writing--q2,C,25.0,essay,anchor-reference,claude-high,claude,anchor,2,0.0,0.0,0,24
gsat-115-chinese-writing--q1.b,C,21.0,essay,anchor-reference,claude-high,claude,anchor,2,0.0,0.0,0,24
ast-115-civics--q35,C,6.0,short_answer,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,98
ast-113-civics--q36.b,C,5.0,short_answer,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,46
gsat-113-english--q19.a,C,4.0,short_answer,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,193
ast-113-geography--q36,C,3.0,drawing,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,27
gsat-113-english--q20,D,20.0,essay,anchor-reference,claude-high,claude,anchor,2,0.0,0.0,0,24
gsat-115-math-a--q20,D,8.0,essay,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,1301
ast-115-geography--q23.c,D,7.0,drawing,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,127
ast-114-geography--q42.b,D,6.0,short_answer,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,97
ast-113-geography--q37,D,5.0,short_answer,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,31
ast-113-chemistry--q25,D,4.0,short_answer,anchor-reference,claude-high,claude,anchor,2,1.0,1.0,0,51
tve-113-chinese--q39,A,24.0,essay,anchor-reference,claude-high,claude,anchor,3,0.0,0.0,0,24
tve-113-english--q44,A,6.0,short_answer,anchor-reference,claude-high,claude,anchor,3,0.0,0.0,0,24
ast-114-physics--q19,A,4.0,short_answer,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,640
tve-113-foreign-language-english-2--q8,A,24.0,essay,anchor-reference,claude-high,claude,anchor,3,0.0,0.0,0,24
tve-114-chinese--q39,A,24.0,essay,anchor-reference,claude-high,claude,anchor,3,0.0,0.0,0,24
tve-114-foreign-language-english-2--q9,A,24.0,essay,anchor-reference,claude-high,claude,anchor,3,0.0,0.0,0,24
ast-114-math-yi--q18,B,8.0,drawing,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,700
ast-113-math-jia--q17,B,6.0,essay,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,354
ast-114-math-jia--q12.b,B,4.0,essay,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,263
ast-115-geography--q20.b,B,3.0,drawing,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,38
ast-113-biology--q37,B,2.0,short_answer,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,11
ast-113-physics--q25.a,B,1.0,short_answer,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,4
gsat-114-chinese-writing--q2,C,25.0,essay,anchor-reference,claude-high,claude,anchor,3,0.0,0.0,0,24
gsat-115-chinese-writing--q1.b,C,21.0,essay,anchor-reference,claude-high,claude,anchor,3,0.0,0.0,0,24
ast-115-civics--q35,C,6.0,short_answer,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,98
ast-113-civics--q36.b,C,5.0,short_answer,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,46
gsat-113-english--q19.a,C,4.0,short_answer,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,193
ast-113-geography--q36,C,3.0,drawing,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,27
gsat-113-english--q20,D,20.0,essay,anchor-reference,claude-high,claude,anchor,3,0.0,0.0,0,24
gsat-115-math-a--q20,D,8.0,essay,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,1301
ast-115-geography--q23.c,D,7.0,drawing,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,127
ast-114-geography--q42.b,D,6.0,short_answer,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,97
ast-113-geography--q37,D,5.0,short_answer,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,31
ast-113-chemistry--q25,D,4.0,short_answer,anchor-reference,claude-high,claude,anchor,3,1.0,1.0,0,51
tve-113-chinese--q39,A,24.0,essay,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
tve-113-english--q44,A,6.0,short_answer,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-114-physics--q19,A,4.0,short_answer,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
tve-113-foreign-language-english-2--q8,A,24.0,essay,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
tve-114-chinese--q39,A,24.0,essay,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
tve-114-foreign-language-english-2--q9,A,24.0,essay,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-114-math-yi--q18,B,8.0,drawing,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-113-math-jia--q17,B,6.0,essay,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-114-math-jia--q12.b,B,4.0,essay,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-115-geography--q20.b,B,3.0,drawing,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-113-biology--q37,B,2.0,short_answer,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-113-physics--q25.a,B,1.0,short_answer,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
gsat-114-chinese-writing--q2,C,25.0,essay,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
gsat-115-chinese-writing--q1.b,C,21.0,essay,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-115-civics--q35,C,6.0,short_answer,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-113-civics--q36.b,C,5.0,short_answer,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
gsat-113-english--q19.a,C,4.0,short_answer,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-113-geography--q36,C,3.0,drawing,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
gsat-113-english--q20,D,20.0,essay,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
gsat-115-math-a--q20,D,8.0,essay,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-115-geography--q23.c,D,7.0,drawing,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-114-geography--q42.b,D,6.0,short_answer,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-113-geography--q37,D,5.0,short_answer,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
ast-113-chemistry--q25,D,4.0,short_answer,anchor-empty,codex-low,codex,anchor,1,0.0,0.0,0,0
tve-113-chinese--q39,A,24.0,essay,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
tve-113-english--q44,A,6.0,short_answer,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-114-physics--q19,A,4.0,short_answer,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
tve-113-foreign-language-english-2--q8,A,24.0,essay,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
tve-114-chinese--q39,A,24.0,essay,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
tve-114-foreign-language-english-2--q9,A,24.0,essay,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-114-math-yi--q18,B,8.0,drawing,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-113-math-jia--q17,B,6.0,essay,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-114-math-jia--q12.b,B,4.0,essay,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-115-geography--q20.b,B,3.0,drawing,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-113-biology--q37,B,2.0,short_answer,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-113-physics--q25.a,B,1.0,short_answer,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
gsat-114-chinese-writing--q2,C,25.0,essay,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
gsat-115-chinese-writing--q1.b,C,21.0,essay,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-115-civics--q35,C,6.0,short_answer,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-113-civics--q36.b,C,5.0,short_answer,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
gsat-113-english--q19.a,C,4.0,short_answer,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-113-geography--q36,C,3.0,drawing,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
gsat-113-english--q20,D,20.0,essay,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
gsat-115-math-a--q20,D,8.0,essay,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-115-geography--q23.c,D,7.0,drawing,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-114-geography--q42.b,D,6.0,short_answer,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-113-geography--q37,D,5.0,short_answer,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
ast-113-chemistry--q25,D,4.0,short_answer,anchor-empty,codex-low,codex,anchor,2,0.0,0.0,0,0
tve-113-chinese--q39,A,24.0,essay,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
tve-113-english--q44,A,6.0,short_answer,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-114-physics--q19,A,4.0,short_answer,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
tve-113-foreign-language-english-2--q8,A,24.0,essay,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
tve-114-chinese--q39,A,24.0,essay,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
tve-114-foreign-language-english-2--q9,A,24.0,essay,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-114-math-yi--q18,B,8.0,drawing,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-113-math-jia--q17,B,6.0,essay,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-114-math-jia--q12.b,B,4.0,essay,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-115-geography--q20.b,B,3.0,drawing,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-113-biology--q37,B,2.0,short_answer,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-113-physics--q25.a,B,1.0,short_answer,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
gsat-114-chinese-writing--q2,C,25.0,essay,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
gsat-115-chinese-writing--q1.b,C,21.0,essay,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-115-civics--q35,C,6.0,short_answer,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-113-civics--q36.b,C,5.0,short_answer,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
gsat-113-english--q19.a,C,4.0,short_answer,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-113-geography--q36,C,3.0,drawing,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
gsat-113-english--q20,D,20.0,essay,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
gsat-115-math-a--q20,D,8.0,essay,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-115-geography--q23.c,D,7.0,drawing,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-114-geography--q42.b,D,6.0,short_answer,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-113-geography--q37,D,5.0,short_answer,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
ast-113-chemistry--q25,D,4.0,short_answer,anchor-empty,codex-low,codex,anchor,3,0.0,0.0,0,0
tve-113-chinese--q39,A,24.0,essay,anchor-empty,codex-medium,codex,anchor,1,0.0,0.0,0,0
tve-113-english--q44,A,6.0,short_answer,anchor-empty,codex-medium,codex,anchor,1,0.0,0.0,0,0
ast-114-physics--q19,A,4.0,short_answer,anchor-empty,codex-medium,codex,anchor,1,0.0,0.0,0,0
tve-113-foreign-language-english-2--q8,A,24.0,essay,anchor-empty,codex-medium,codex,anchor,1,0.0,0.0,0,0
tve-114-chinese--q39,A,24.0,essay,anchor-empty,codex-medium,codex,anchor,1,0.0,0.0,0,0
tve-114-foreign-language-english-2--q9,A,24.0,essay,anchor-empty,codex-medium,codex,anchor,1,0.0,0.0,0,0
ast-114-math-yi--q18,B,8.0,drawing,anchor-empty,codex-medium,codex,anchor,1,0.0,0.0,0,0
ast-113-math-jia--q17,B,6.0,essay,anchor-empty,codex-medium,codex,anchor,1,0.0,0.0,0,0
